id,wave,date,fav_trump,fav_biden,indictment,charge_serious,should_be_charged,politically_motivated,suspend_campaign,doj_hunter_nonpartisan,impeach_biden_hunter,PID,age,age4,educ5,edu4,gender,ethnicity,householdsize,inc7,marit5,metropolitan,region4,rent,state,work10,work3,parent,language,religion,race
255920058,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,65,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Ohio,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,No religion,NA
255920059,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,An Independent,70,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"Black, Non-Hispanic",5,"$25,000 to $49,999",Now Married,Metro,South,Rented for cash,Delaware,Retired,Not working,not parents of children 0-17 YO,English,Catholic,NA
255920060,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Don't know,Yes,Don't know,NA,NA,A Republican,61,50-64,Bachelor's degree,Bachelors degree or higher,Male,"White, Non-Hispanic",3,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Massachusetts,Homemaker,Not working,parents of children 0-17 YO,English,Catholic,NA
255920061,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,An Independent,61,50-64,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Iowa,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920062,1,June 9-10,No opinion,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not serious at all,Should not,Yes,Should not,NA,NA,A Republican,64,50-64,Master's degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$75,000 to $99,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Arizona,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Jewish,NA
255920063,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Don't know,Yes,Should,NA,NA,A Republican,73,65+,Master's degree or above,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Connecticut,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920064,1,June 9-10,Unfavorable,No opinion,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Don't know,No,Should not,NA,NA,An Independent,53,50-64,Bachelor's degree,Bachelors degree or higher,Male,"Black, Non-Hispanic",2,"$150,000 or more",Never married,Metro,South,Owned or being bought by you or someone in your household,Georgia,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
255920065,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,An Independent,64,50-64,No high school diploma or GED,Less than high school,Male,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,NorthEast,Rented for cash,Pennsylvania,Employed part-time (by someone else),Working part-time,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920066,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,67,65+,Some college or Associate degree,Some college,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Non-Metro,MidWest,Owned or being bought by you or someone in your household,Minnesota,Self-employed,Working part-time,not parents of children 0-17 YO,English,No religion,NA
255920067,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,A Republican,80,65+,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",1,"$25,000 to $49,999",Widowed,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920068,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should,No,Should,NA,NA,A Democrat,39,30-49,Master's degree or above,Bachelors degree or higher,Male,"White, Non-Hispanic",1,"$100,000 to $149,999",Never married,Metro,South,Rented for cash,Texas,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Catholic,NA
255920069,1,June 9-10,Favorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Don't know,Should not,Yes,Should not,NA,NA,A Republican,57,50-64,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",2,"$50,000 to $74,999",Now Married,Metro,West,Owned or being bought by you or someone in your household,Washington,Employed full-time (by someone else),Working full-time,not parents of children 0-17 YO,English,Other non-Christian religion,NA
255920070,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,77,65+,High school graduate (high school diploma or the equivalent GED),High school,Female,"Black, Non-Hispanic",2,"$25,000 to $49,999",Now Married,Metro,NorthEast,Owned or being bought by you or someone in your household,Pennsylvania,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920071,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Not too serious,Should not,Yes,Should not,NA,NA,A Republican,67,65+,High school graduate (high school diploma or the equivalent GED),High school,Male,"White, Non-Hispanic",2,"$75,000 to $99,999",Now Married,Metro,MidWest,Owned or being bought by you or someone in your household,Illinois,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
255920072,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Somewhat serious,Should,Yes,Don't know,NA,NA,A Republican,46,30-49,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",5,"$150,000 or more",Now Married,Metro,West,Owned or being bought by you or someone in your household,New Mexico,Employed part-time (by someone else),Working part-time,parents of children 0-17 YO,English,Mormon,NA
255920073,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Should,NA,NA,A Democrat,61,50-64,Bachelor's degree,Bachelors degree or higher,Female,"White, Non-Hispanic",2,"$100,000 to $149,999",Now Married,Non-Metro,West,Owned or being bought by you or someone in your household,Washington,Employed part-time (by someone else),Working full-time,not parents of children 0-17 YO,English,No religion,NA
255920074,1,June 9-10,Unfavorable,Unfavorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Don't know,Don't know,Should,NA,NA,A Republican,74,65+,High school graduate (high school diploma or the equivalent GED),High school,Female,"White, Non-Hispanic",3,"$25,000 to $49,999",Now Married,Metro,South,Owned or being bought by you or someone in your household,Arkansas,Retired,Not working,not parents of children 0-17 YO,English,Jewish,NA
255920075,1,June 9-10,Unfavorable,Favorable,Donald Trump has been indicted by a federal grand jury on charges related to his handling of classified documents after he left office as president.,Very serious,Should,No,Don't know,NA,NA,A Democrat,74,65+,Some college or Associate degree,Some college,Female,"2+ Races, Non-Hispanic",2,"$75,000 to $99,999",Widowed,Metro,West,Owned or being bought by you or someone in your household,California,Retired,Not working,not parents of children 0-17 YO,English,"Evangelical or Protestant Christian (Baptist, Lutheran, Methodist, Presbyterian, Episcopalian, Pentecostal, Church of Christ, etc.)",NA
